"","SurveyDate","Reef","H_bio","Hbrow","Hgd","Hscex","H_dens","totBio","totDens","Month","Year"
"1",2011-09-22,16,0,0,0,0,0,6.5081279063619,0.032,9,2011
"2",2011-11-03,26,4.60707422901901,0.000281966396676908,0.384697220998917,1.03803472179562,0.521,4.99578609963214,0.575,11,2011
"3",2011-11-04,26,4.26007888106781,0,0.743533362079394,0.269942428220105,0.82,4.38369358252416,1.012,11,2011
"4",2011-11-09,26,2.12457197040435,0,1.12451219360778,1.02006057845152,0.198,6.9925963550079,0.6,11,2011
"5",2011-12-14,28,2.21360512111257,0,0.120994119210004,0.843055554771718,0.224,2.5771405508841,0.486,12,2011
"6",2011-12-15,28,2.46438046064418,0.00445130292593018,1.04530652559059,0.465540898563393,0.247111111111111,4.13707592878988,0.560888888888889,12,2011
"7",2011-12-16,28,10.3045578525162,1.08021620957731,6.71030376601942,2.77918621997738,0.5312,26.5193120636881,1.2992,12,2011
"8",2012-01-19,27,6.1466583885793,0.0282738275219394,0.336301391851196,5.18303586906588,0.195,11.0291757093082,0.391,1,2012
"9",2012-02-02,16,0.770210739160447,0,0,0.298613696670069,0.0973333333333333,6.17915754019525,0.122666666666667,2,2012
"10",2012-02-06,26,0,0,0,0,0,9.03779267994108,0.06,2,2012
"11",2012-03-14,16,0,0,0,0,0,24.910057809791,0.016,3,2012
"12",2012-04-02,28,4.31351875260827,0,0.831537990457041,0.946079224196647,0.560888888888889,5.46171184550411,0.809777777777778,4,2012
"13",2012-04-16,29,8.48779896173225,0,3.82602395912712,1.84132289560526,0.7824,12.021150120179,0.932,4,2012
"14",2012-04-17,29,7.65919482375143,0.112472661720898,1.50162482160803,2.81931517063952,0.838,15.0754290180785,1.05133333333333,4,2012
"15",2012-05-02,27,0,0,0,0,0,1.35231026316306,0.016,5,2012
"16",2012-05-03,26,0.532486895314956,0,0,0,0.002,3.34356215755368,0.046,5,2012
"17",2012-06-04,16,3.40555529562917,0,0.195662927227308,2.23305406285264,0.213333333333333,8.94623016778904,0.344,6,2012
"18",2012-06-13,28,2.66651260984022,0,1.97147951931439,0.780964190939581,0.240888888888889,5.77651066587657,0.470222222222222,6,2012
"19",2012-07-24,29,4.27322894898197,0,1.30232349725229,1.591493609261,0.64725,10.3305671134822,0.8495,7,2012
"20",2012-08-07,26,0,0,0,0,0,2.66095498173652,0.06,8,2012
"21",2012-08-08,27,0,0,0,0,0,5.0490312692298,0.0285714285714286,8,2012
"22",2012-09-11,28,5.10889269576721,0,1.55300041045871,2.45320599090227,0.546666666666667,7.96210219328635,0.914222222222222,9,2012
"23",2012-09-13,16,1.98931798615018,0,0.230887257627743,0.6241211823327,0.2352,3.8523911201315,0.2992,9,2012
"24",2012-10-10,29,1.40380559656492,0,2.14286809656492,0,0.008,18.566115397773,0.0886666666666667,10,2012
"25",2012-10-17,29,0,0,0,0,0,3.49249736744992,0.024,10,2012
"26",2012-10-18,29,0,0,0,0,0,0.508610787304686,0.032,10,2012
"27",2012-10-24,29,0,0,0,0,0,3.87622325403738,0.032,10,2012
"28",2012-11-19,26,0,0,0,0,0,1.30702160544859,0.0213333333333333,11,2012
"29",2012-11-19,27,0,0,0,0,0,0.45443603353514,0.008,11,2012
"30",2012-12-11,16,0,0,0,0,0,1.05163492940572,0.008,12,2012
"31",2012-12-11,28,3.30457765528618,0,2.70946723925725,0.339399375525341,0.133777777777778,4.9302366844247,0.387111111111111,12,2012
"32",2013-01-08,16,0.898910585184205,0,0.0286403500517612,0.147428915048186,0.192,2.12882417907016,0.2528,1,2013
"33",2013-01-22,29,2.53091636553099,0,0.397989642897896,2.13292672263309,0.00685714285714286,9.20362143993705,0.0297142857142857,1,2013
"34",2013-02-06,26,0,0,0,0,0,0,0.008,2,2013
"35",2013-02-07,27,0,0,0,0,0,27.374468327249,0.032,2,2013
"36",2013-03-05,16,2.61695838129562,0,0.116542242925322,1.46524726650309,0.2912,3.65039410191511,0.3312,3,2013
"37",2013-03-07,28,4.60939534928741,0,1.22613913019903,2.27388951674328,0.526222222222222,8.79169959877226,0.884,3,2013
"38",2013-04-22,29,0,0,0,0,0,4.4793224191121,0.008,4,2013
"39",2013-05-06,26,0,0,0,0,0,4.4300918518533,0.032,5,2013
"40",2013-05-20,27,0,0,0,0,0,1.00897314935607,0.016,5,2013
"41",2013-05-31,16,1.08451806847865,0,0.211502654780806,0.355963272187519,0.1568,2.92747138635266,0.2672,5,2013
"42",2013-06-03,28,1.58006321422608,0,0.851814432299466,0.616629983673366,0.168888888888889,4.61145195915602,0.428,6,2013
"43",2013-09-11,16,0,0,0,0,0,0.244400272709437,0.0144,9,2013
"44",2013-12-11,16,0.542428535347162,0,0.310884535487708,0.129036428062411,0.264,2.07982788713408,0.361333333333333,12,2013
"45",2014-02-01,16,2.30137770164285,0.0539868776260308,0.543832845471318,0.475505685376233,0.4352,5.0040758983819,0.592,2,2014
"46",2014-02-01,28,12.9994574531711,0,1.1600301934774,4.09998348040887,1.02177777777778,15.6807447218761,1.19777777777778,2,2014
"47",2014-02-24,16,0,0,0,0,0,1.01800622904393,0.032,2,2014
"48",2014-09-10,9,10.9664822952255,0.384453355532203,3.33731772523435,4.76685132222977,1.1376,16.2910512989896,1.46826666666667,9,2014
"49",2014-09-10,14,6.44234549278575,0.110428209808307,1.71405282489065,1.78376189232605,0.8552,9.17699566102845,1.0572,9,2014
"50",2014-09-11,9,12.1388764798957,0,4.75265702498531,4.56966295404443,0.808,18.3541791709307,1.184,9,2014
"51",2014-09-11,10,12.5674561929905,0.538877837566706,6.06641480861822,2.97550826107645,1.4624,17.78540540998,1.7404,9,2014
"52",2014-09-11,19,2.13625653696164,0.220856419616613,0.98100708011935,0.377840785903849,0.398,6.31260645097704,0.704,9,2014
"53",2014-09-11,22,5.02470567012773,0.0393796849072407,3.44820026913786,1.56883283217874,0.582,9.90642722476963,0.944,9,2014
"54",2014-09-11,23,7.47472507568505,0.164122765640803,3.08029481396137,1.39271904377547,1.0632,12.9678146411396,1.3632,9,2014
"55",2014-09-15,12,10.2787438260567,0,3.01825428336065,3.82753461297467,1.1192,20.6717362621562,1.9152,9,2014
"56",2014-09-15,17,8.36130975076445,0,2.70674334981763,3.16218273057837,1.3584,22.2334802513742,2.3904,9,2014
"57",2014-09-16,12,5.46311915179864,0,0.457142267546274,3.78062407884154,0.36,5.9390595019883,0.432,9,2014
"58",2014-09-16,15,6.54918799512686,0.062975475942454,2.51072546675433,1.8002120563674,0.7712,12.7558206756535,1.2592,9,2014
"59",2014-09-16,16,5.35606609558322,0.277436551295398,3.38041556042669,1.03302816992946,0.668,13.7304319524624,1.214,9,2014
"60",2014-09-16,17,14.1922646748692,0,1.74412998291765,10.2102082236823,0.984,14.8907258460288,1.02,9,2014
"61",2015-06-22,16,1.51038663358715,0,0,0,0.312,2.45779226805536,0.392,6,2015
"62",2015-06-23,16,5.9245436082422,0.284036140674069,2.33839986670347,0.609559580494869,0.754,12.3983653215596,1.114,6,2015
"63",2015-06-24,16,0.908944297573347,0,0,0.737144575240929,0.28,1.67154575847309,0.592,6,2015
"64",2015-06-25,28,4.1224477233579,0.215040887596556,2.51370669189539,0.873751834005731,0.441411764705882,11.3314667261046,0.964705882352941,6,2015
"65",2015-12-09,12,8.93609139316622,0,3.66069820954378,6.05283950181329,0.296,15.5032716777076,0.524,12,2015
"66",2015-12-09,14,8.08706603870225,0,1.31853415647897,3.36654737611302,0.844,29.9275214074926,1.104,12,2015
"67",2015-12-09,15,5.39962928941157,0.0429997722269142,1.11240275536911,2.41758084181051,0.9152,6.68439861486983,1.0192,12,2015
"68",2015-12-09,16,11.0001528279281,0,1.86887942177848,6.47344651762092,0.664,17.3144500481986,0.86,12,2015
"69",2015-12-09,17,14.7810240098736,0,2.31524252526283,9.31945336405724,1.4872,14.7992343847923,1.4912,12,2015
"70",2015-12-09,19,18.3742283604575,0.509761138196686,15.7380723334683,3.49362189792747,0.536,57.183608857756,1.34,12,2015
"71",2015-12-09,22,9.22780701904503,0,3.93378542085243,6.11363198781107,0.628,37.4172739425404,1.288,12,2015
"72",2015-12-09,23,11.7740899607536,0,11.1951073124204,2.9151386136834,0.524,28.0391710742562,0.952,12,2015
"73",2015-12-14,9,38.0930050147524,0.629674513229951,9.64441591508313,24.4882935060489,1.3116,66.9360859055967,1.6836,12,2015
"74",2015-12-14,10,20.6519420981172,0.0782335400892671,8.42118530181571,11.6594053709793,0.774,29.09391701479,0.968,12,2015
"75",2016-02-08,16,13.4979940459981,0,1.46552933617322,11.2465237861242,0.306666666666667,17.7582092787729,0.428,2,2016
"76",2016-02-08,28,6.55703310088655,0.00050992901466837,1.5250438119841,4.53503870875074,0.21,12.4384895876938,0.462,2,2016
"77",2016-02-09,28,12.7435811274282,0,10.895818543445,1.84907916569403,0.281333333333333,16.7700542304467,0.466666666666667,2,2016
"78",2016-02-24,28,0.160714154267199,0,0.153018335466235,0,0.028,0.566430589362537,0.272,2,2016
"79",2016-09-20,15,8.81308290681652,0.168783782746455,3.73032479917749,3.5972971497643,0.7,23.5024773181977,1.41,9,2016
"80",2016-09-20,16,3.63486931206829,0,3.27404408009181,0.815337208617466,0.472,14.2494742544607,0.99,9,2016
"81",2016-09-20,17,16.0767573022005,0,8.72084782653435,6.33281239307712,1.064,49.5024610992294,1.848,9,2016
"82",2016-09-20,22,4.90534218846009,0.389108815056865,3.64703508230821,0.617523574944019,0.874,20.1413623196927,1.372,9,2016
"83",2016-09-20,23,7.98147905908873,0.0148247999399244,3.41528334970713,5.02284575076859,0.8256,14.7417856629972,1.2496,9,2016
"84",2016-09-21,9,16.2753820831363,0,4.06475192446023,9.62376719331527,1.2016,24.8980451755607,1.5716,9,2016
"85",2016-09-21,10,18.5176572494433,0.0565476550438788,5.00641650643948,12.5582451968888,1.5896,31.0160255849575,2.1556,9,2016
"86",2016-09-21,12,13.1905081999474,0,2.90717959839976,9.02871701742264,0.838,21.3799032361967,1.286,9,2016
"87",2016-09-21,14,34.4319553554944,2.68572197034787,22.8514139013385,8.66052685711198,1.3012,68.7415841043012,1.9432,9,2016
"88",2016-09-21,19,5.54128727241346,0.124031252076417,2.74633725622385,3.20332374751834,0.522,23.7115651029944,1.358,9,2016
"89",2018-02-05,29,5.10746544277412,0,1.84752710837433,2.04985145624,0.242947368421053,10.6069967199584,0.470736842105263,2,2018
"90",2018-02-06,29,4.62010807213181,0.00358331435224285,0.644774202391739,1.9713368607712,0.367333333333333,8.04799505572885,0.563333333333333,2,2018
"91",2018-02-07,26,1.15216677044934,0.00307141230192245,0.932010630622473,0.298619697609379,0.141142857142857,3.25950412718846,0.267428571428571,2,2018
"92",2018-02-07,27,1.37109212337282,0,0.786204253119306,0.470026170101412,0.128,3.15597335783644,0.2704,2,2018
"93",2018-02-12,27,1.41975122032809,0.0674835970325385,0.800747581107644,0.335384946423389,0.17,3.64955633130464,0.314,2,2018
"94",2018-02-12,29,1.98453299001098,0,0.407258544459431,0.145722939778789,0.23,3.38195793483288,0.354,2,2018
"95",2018-09-17,9,31.5525544223471,0,9.74099587836991,22.9923764996105,2.676,34.8403595298496,2.94,9,2018
"96",2018-09-17,10,35.0055332060505,0.424235835286739,24.5209714210371,11.1067009497266,1.54,41.3100468561096,1.924,9,2018
"97",2018-09-17,15,13.0980650139393,0.0335609018445836,1.946599425087,11.2111585258795,0.98,15.1067525976501,1.268,9,2018
"98",2018-09-17,16,4.11274671624314,0,3.71043628733291,1.47428915048186,0.196,17.6159714170788,1.012,9,2018
"99",2018-09-17,19,8.54562071799386,0,6.06723725135755,4.14531617727454,0.496,22.1334641925363,1.016,9,2018
"100",2018-09-19,14,20.1690665614296,0,5.24082732937519,14.8365668284837,0.948,24.8793116272906,1.216,9,2018
"101",2018-09-19,23,12.6604097655614,0,3.91222077771468,9.58193779576564,1.376,23.3814361157017,1.648,9,2018
"102",2018-09-26,17,62.6508794056503,0.862847998771935,48.4413370089596,16.9761731194904,1.14,104.09260851714,1.8,9,2018
"103",2018-09-26,22,1.43482360189741,0,0.749171128543321,0.973027473354084,0.404,3.74904445409214,0.604,9,2018
"104",2018-09-28,12,43.908778690397,0,32.8067888256236,13.7095590124878,1.48,58.5215665306128,1.8,9,2018
"105",2019-09-23,10,25.3420167008648,0,10.0138955351637,16.1855759526297,1.608,30.752310080694,1.932,9,2019
"106",2019-09-23,17,36.7493361652828,0.305543465720455,24.9862629832232,13.902706577125,1.584,69.8769143402169,2.778,9,2019
"107",2019-09-23,19,6.69576365807009,0,2.46675333970857,5.05318377426426,0.996,20.2591396090711,1.74,9,2019
"108",2019-09-23,22,17.9489403497816,0.0162032533318238,0.910074913286147,17.4646846619231,1.272,23.3252651996708,1.76,9,2019
"109",2019-09-24,9,31.2262485214523,0.113422773322766,15.2661049166112,17.6432675698066,2.17,40.8601933612815,2.678,9,2019
"110",2019-09-24,14,17.5795325248901,1.82981272737532,8.16932984788319,10.5945753775678,1.366,35.5683382670663,1.89,9,2019
"111",2019-09-24,15,22.0798846959034,0.0486097599954713,4.25476564085455,18.8347574375931,1.59,38.4482086854369,2.17,9,2019
"112",2019-09-24,16,3.48451516327672,0,2.64549138319004,1.96648333540867,0.414,19.1563561735076,1.148,9,2019
"113",2019-09-24,23,9.66325008454979,0.0324065066636475,3.16254295514682,6.75842562273932,1.3,18.0728028237282,1.644,9,2019
"114",2019-09-25,12,42.4217877954357,0.0324065066636475,4.04652405137341,38.9089543112558,1.798,51.5964590197272,2.256,9,2019
